author,disc,channel_num,type,azure_keywords
iamshanmukha,which detects the hazardous gaseous and show it in the lcd and and upload it to the webserver in the form of ppm,572375,o,lcd
troutinsights,reports pond temperature every 15 minutes to cloud via cellular,572257,t,pond temperature
erik84750,upload of moisture sensor data received over hc12,393864,o,hc12
khunnay,real weather at home,573026,w,real weather
ahnchul76,ach_temp humid,328556,t,temp humid
ckeijzer,field monitor,293757,u,field monitor
jcocciardi,temperature and humidity monitoring device 2,329600,t,temperature
outofxs,just some temerature readings from my htpc,38853,t,temerature readings
aspirac,my paris home temperature humidity etc,544926,t,paris home temperature humidity
nhorward,all statistics related to harold my hamster,345243,o,statistics
theprez,analysing the wi fi signal strength rssi of an esp8266 to a thingspeak channel using the thingspeak api,235217,o,wi fi signal strength rssi
mamail54610,charles gerber 54 hotmail fr,352531,u,charles gerber
crannog,combined weather and diagnostic data from arduino based station,343375,w,arduino
olemin,kyiv outdoor temp pressure,254141,t,kyiv outdoor temp pressure
misterdog,power data from the hut,260164,e,power data
ssunilkumar,demonstrate dht11 from arduino,568385,t,dht11
jonandel,heating and data for house taking feeds from 1 nanode arduino clone 2 electric imp,390779,t,house
earlyengineers,monitoring the updates from temperature and humidity sensor5,566725,t,temperature
jwtrexler,air t rh water t,380234,u,air t rh water t
ocampossoto,heartrate monitor project,566877,o,heartrate monitor project
icenine,first test,465270,u,test
lemonkey,in f,374252,t,
erwin713,temperature and humidity some other shit,536193,t,temperature
irishrockr,channel to monitor environmental conditions of my apartment channel is supplied data via an esp8266 wifi module which has a bme280 sensor connected to it these are powered from a usb wall socket outlet for minimal setup installation,266187,y,bme280 sensor
zawisza,nodemcu weather data balkon,490334,w,nodemcu weather data balkon
pallismn,outside temperature in beaconsfield uk,424409,t,temperature
apulai,pa temperature humidity pressure,439549,t,pa temperature humidity pressure
gandipg,temperature and humidity,259103,t,temperature
estave,pig easy sow feeder 5,559894,o,easy sow feeder
margarine,temperature of cold room 1,116848,t,temperature of cold room
zangaby,solar powered temperature humidity pressure sensor,297993,e,solar powered temperature humidity pressure sensor
wictor,testing,7296,u,testing
nom4476,about room 205,297228,u,room
chinmayeeabit,educational,571063,u,
pratapabit,department of cse,571060,u,department of cse
estave,pig easy sow feeder 3,559892,u,easy sow feeder
joharo,check temperature of cooking field with infrared sensor,484541,t,temperature of cooking field
capitalchemist,analytics channel for southlands,455619,u,analytics channel
vzaoral,meteo data from wifi meteo station located on gru,403355,o,wifi meteo station
prithwijit,trying to upload the data,568977,u,data
atwin140,temp of the chicks,108185,t,temp
tuananhutehy1620,smart home,572409,u,smart home
blenheim,weather station iot,379398,w,weather station iot
yhcheng1108,test for iot,572873,u,test
marinamyat,this channel measures pulse rate and temperature for id 532501,532501,t,channel measures pulse rate
athulmangalam,athul,570923,u,athul
danee66,dust sensor and bmp180 sensor connected to an esp8266,72577,t,dust sensor
zeljko60,3x ds18b20 on raspberry pi,214106,t,x ds18b20
kociubin,data about house living room conditions,354702,u,data
siddhath022,testing iot,404808,u,iot
sevenlayerorg,temperature logger with esp8266 and ds18b20 sensor,40950,t,ds18b20 sensor
rockproper,iofthings accel data,572665,o,iofthings accel data
rockproper,iofthings accel data,572666,o,iofthings accel data
rockproper,iofthings accel data,572667,o,iofthings accel data
amanr1997,for the prototype of smart irrigation,572661,o,prototype of smart irrigation
mariagmail2,temp s2,572663,t,temp s2
nicolaasbotes,channel for nico to show speedtest,351868,o,channel
dduley,temperatures on the property,380036,t,temperatures
lalex65,test esp8266 and ds18b20,419324,t,test esp8266
gowerst,counter of scenarios,301749,u,counter of scenarios
moungs,temperature and humidity monitor,277301,t,temperature
divyaamulu,temp plotting,571868,t,temp plotting
funracer,alarme vom wlan thermo nano,571315,t,alarme
anusha0103,measuring weather parameters,571311,w,weather parameters
hman0369,wlan thermo,395292,t,wlan thermo
jpb032,monitoring of the farm,569443,o,farm
apskaft,weather info,496521,w,weather info
kalen004,cooling fans auto on off,234461,o,cooling fans
blue,weather at east part of tampere,332,w,weather
oe1gca,45 9 khz rf signal strength receiver for detecting sids sudden ionospheric disturbances triggered by an x ray burst of our sun,392524,o,x ray burst
jakubfranek,diy weather station brno nov l skovec,322828,w,diy weather station brno
jdi123,the 5v version dht22 and nodemcu on mongoose os,550421,t,version dht22
shaunorman,temperature reading for all the pool sensors,398808,t,temperature
reneko,temperature and humidity sensor,288821,t,temperature
sashacmc,fields 1 2 3 5 6 first device,63701,u,device
vabbott,temps humidity barometric pressure,275557,t,temps humidity barometric pressure
hawkhawk,my first channel is my first channel,571082,u,channel
pditty1995,realtime logging of data from emu 2 energy monitor home is 3000 sq ft 1st floor and 2500 sq ft basement 1st floor is conditioned air space using geothermal all electric home with heat pump hot water tank and icf construction,570680,e,icf construction
manosatyasai,home automation using computer vision,570684,o,home automation
kumarks03,rain water analysis,470058,o,rain water analysis
infoivte1,to measure air quality and sound system in db,569822,o,db
karbonbaron,collecting data from weather meteo station nova jezna cz,533924,w,data
tihorb,random temperature and humidity data passed from a java program at an interval of 10 seconds,570235,t,interval
sidramehboob,just knowledge,572857,u,knowledge
patata221235,weather condition display,572859,w,weather condition display
lucbel01,the temperature in my workroom,213920,t,temperature
bamboe32,weather in vilar formoso portugal,357090,w,weather
bamboe32,weather in penha garcia portugal,357091,w,weather
bamboe32,weather in anadia portugal,357093,w,weather
bamboe32,weather in avel s de caminho portugal,357094,w,caminho portugal
meisterq,esp wroom 32 and bme280 powerd by an 6v 4 5w solarpanel with an 2500mah 1c 3 7v lipo,437049,e,lipo
bamboe32,weather in alvares portugal,357096,w,weather
bpowell2008,monitor the current draw of the water heater and the temperature of the outlet,530269,e,current draw
coop28,light and temperature readings from my chicken coop you can see the coop at www thechickinn us,306215,t,light
addergebroed,temperature measurements on central heating,263700,t,temperature measurements
harsha_uom,temp and hum in server testing,137387,t,temp
geovogel,analyze of data acquired from home weather hvac and electrical systems,306016,w,electrical systems
webheart2,heart without heart,574046,o,heart
macraj,test thingspeak,574047,u,test thingspeak
ashi2512,we are collecting data from moisture temperature and humidity sensors and storing it on the cloud server,570909,t,moisture temperature
mikeegner,weather data from the misty valley farmhouse,373128,w,misty valley farmhouse
johnvanlaanen,indoor locations,209666,o,indoor locations
csnbailey,loft temperature reading and ventilation fan status,209664,t,ventilation fan status
wrangsri,test with pi,503375,u,test
szabonandi73,solar hot water system esp8266 as thingspeak logger from serial csv data,43709,o,solar hot water system esp8266
drsijosae,home power consumption measurement,118103,e,home power consumption measurement
tlharv18,local temperature humidity,522575,t,local temperature humidity
rgruenig,test node for photon to particle cloud to ts channel for mutual air prototype mk2,562224,o,photon
habibasabrina,the sound sensor will detect the sound,572215,o,sound sensor
cjdau81,receiving temperature and humidity data from nodemcu also receiving data from thingspeak to feed an amazon alexa skill to read the glasshouse temperature,220364,t,nodemcu
veneto,temperature and humidity,227329,t,temperature
dbonzon,indoor temperature humidity pressure luminosity bme280 wemos,251751,t,indoor temperature humidity pressure luminosity bme280 wemos
indridcold,dht22 temperature humidity sensor driven by a raspberry pi 3 running a python script,320096,t,python script
jeetkoradia2000,best tycoon channel,571746,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571747,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571744,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571745,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571742,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571743,u,best tycoon channel
avikoti,first channel thingspeak,571740,u,channel thingspeak
jeetkoradia2000,best tycoon channel,571741,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571748,u,best tycoon channel
dickinsonlabs,6 onewire sensors with raspberry pi and python 1 neptune r900v3 municipal water meter,63342,o,neptune r900v3 municipal water meter
adriangarbacea,water heater solar panel monitoring,543348,o,water heater solar panel monitoring
draghi,different parameters of the aquarium,236702,o,different parameters
stankopetric,esp wroom external sensor temerature pressure humidity altitude,426347,t,esp wroom external sensor temerature pressure humidity altitude
kingster,electric line voltage as measured in hsr bangalore,463274,r,hsr bangalore
mberkelm,second esp8266 module for testing sensors periferal devices,255588,o,testing sensors periferal devices
cohome144,temp_light intensity reading,263399,t,temp
sonny1,monitor temperatures of t wort 3 4 wort in top 1 4 of fermenter t wort 1 4 wort in bottom 1 4 of fermenter t chamber inside chamber on outside of fermenter 1 4 from bottom,477830,t,temperatures of t wort
casstudio,cas studio temperature and humidity earth straw wall measurements,299656,t,cas studio temperature
razibu,local temperature and humidity near lausanne switzerland feeding weatherstation display source code based on code from squix78 https blog squix org,299651,t,squix78 https blog squix org
mutton74,highfields,225216,u,highfields
RobinMecha,dassault systemes hackathon 2018 perth mechatronics,572047,u,perth mechatronics
